subject_id,group,roi,category_id,parameter_estimate
sub-17,logicians,left_ATP,6,0.637496426701546
sub-18,logicians,left_ATP,6,-2.11878395080566
sub-19,logicians,left_ATP,6,16.0095062255859
sub-21,logicians,left_ATP,6,12.6911215782166
sub-01,controls,left_AG,1,-0.501854538917542
sub-02,controls,left_AG,1,-0.14404160156846
sub-05,controls,left_AG,1,-0.199525728821754
sub-11,controls,left_AG,1,-7.32178044319153
sub-12,controls,left_AG,1,-2.90368799865246
sub-13,controls,left_AG,1,-9.36713814735413
sub-15,controls,left_AG,1,3.22607833147049
sub-20,controls,left_AG,1,1.4438915848732
sub-22,controls,left_AG,1,-5.71012544631958
sub-23,controls,left_AG,1,0.913765966892242
sub-24,controls,left_AG,1,-3.86145746707916
sub-25,controls,left_AG,1,-1.92773145437241
sub-01,controls,left_AG,2,-1.15717732906342
sub-02,controls,left_AG,2,-3.67140173912048
sub-05,controls,left_AG,2,-4.65527951717377
sub-11,controls,left_AG,2,-4.83994114398956
sub-12,controls,left_AG,2,-1.21748852729797
sub-13,controls,left_AG,2,-4.10849213600159
sub-15,controls,left_AG,2,1.30093097686768
sub-20,controls,left_AG,2,1.79304569959641
sub-22,controls,left_AG,2,-6.59212827682495
sub-23,controls,left_AG,2,0.0307004824280739
sub-24,controls,left_AG,2,-4.40290880203247
sub-25,controls,left_AG,2,-3.83796989917755
sub-01,controls,left_AG,3,-2.06840908527374
sub-02,controls,left_AG,3,-2.22042303532362
sub-05,controls,left_AG,3,-4.35272884368896
sub-11,controls,left_AG,3,-6.04458069801331
sub-12,controls,left_AG,3,-2.87334716320038
sub-13,controls,left_AG,3,-7.27760457992554
sub-15,controls,left_AG,3,-0.126887604594231
sub-20,controls,left_AG,3,2.88576984405518
sub-22,controls,left_AG,3,-7.18676733970642
sub-23,controls,left_AG,3,-3.41419267654419
sub-24,controls,left_AG,3,-5.46301817893982
sub-25,controls,left_AG,3,-2.90747427940369
sub-01,controls,left_AG,4,2.12805378437042
sub-02,controls,left_AG,4,-1.41122096776962
sub-05,controls,left_AG,4,-1.88839683681726
sub-11,controls,left_AG,4,-1.16987818479538
sub-12,controls,left_AG,4,1.76210191845894
sub-13,controls,left_AG,4,-5.84622740745544
sub-15,controls,left_AG,4,-0.264825940132141
sub-20,controls,left_AG,4,4.17432188987732
sub-22,controls,left_AG,4,-1.89033837616444
sub-23,controls,left_AG,4,4.09647488594055
sub-24,controls,left_AG,4,-2.14147083461285
sub-25,controls,left_AG,4,0.629264533519745
sub-01,controls,left_AG,5,-1.21973618865013
sub-02,controls,left_AG,5,-3.16379714012146
sub-05,controls,left_AG,5,-1.26047053188086
